Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
braven_clone	746	braven_clone		0	Bloodraven	bloodraven	bloodraven	corruptrogue	BloodRaven		CR	1			zombie2	0	0	S1	zombie2				1	2	1	1		6	8	1	44	68	88	bloodraven	bloodraven	13	15	13	10																												raven1							raven2		1				1				1					1	1									Nest	seq_bloodravencast	1	Quick Strike	seq_brquickstrike	1																			100	45	16	-50	-40	-30		50	50	50	50	50	25	50	50	50	50	50	55	70	60	70	60	60	1				28	28	28	10	1486	1486	164	1798	60	95	253							2696	2696	225	2218	90	150	300							2258	2258	200	1954	120	200	400																																																	Raven_Clone	Clone Unique	Clone Unique		Raven_Clone (N)	Clone Unique (N)	Clone Unique (N)		Raven_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
summoner_clone1	747	summoner_clone1	summoner_clone2	0	Dark Magician	summoner	epierce	human	Summoner		SU	1													1	1		5	5	1	44	68	88	summoner	summoner	14	15	13	10				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	7	9	40	40	40										1													1	1									Glacial Spike	SC	6	Lower Resist	SC	4																			100	40	11	-50	-40	-30	20	10	50	50	50	10	30	10	50	50	50	10	50	50	80	100	80	60	1			1	42	42	42	10	850	850	153	1246										1060	1060	277	1630										1100	1100	270	1400																																																				Smnr_Clone	Clone Unique	Clone Unique		Smnr_Clone (N)	Clone Unique (N)	Clone Unique (N)		Smnr_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
summoner_clone2	748	summoner_clone1		0	Dark Magician	summoner	epierce	human	Summoner		SU	1													1	1		5	5	1	44	68	88	summoner	summoner	14	15	13	10				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	7	9	40	40	40										1													1	1									Fire Ball	SC	5	Lower Resist	SC	4																			100	40	11	-50	-40	-30	20	10	50	50	50	10	30	10	50	50	50	10	50	50	80	100	80	60	1			1	42	42	42	10	850	850	153	1246										1060	1060	277	1630										1100	1100	270	1400																																																				Smnr_Clone	Clone Unique	Clone Unique		Smnr_Clone (N)	Clone Unique (N)	Clone Unique (N)		Smnr_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
andariel_clone	749	andariel_clone		0	Andariel	andariel		demon	Andariel		AN	1													1	3		8	8	1	44	68	88	andariel	andariel	14	15	11	9				30	35	35	10	8	6	30	32	34	50	55	60																						1								1		1			1	1									AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			100	35	8	-25	-15	0			-50	50	50	80			-50	50	50	50	65	20	-20	90	70	70	1			1	0	20	40	10	1922	1922	154	1832	76	238	153							2682	2682	235	2130	270	330	300							2390	2390	220	1988	360	440	940							A1	pois	100	33	33	30	100	60	33	33	100	33	33	225																													Andy_Clone	Clone Unique	Clone Unique		Andy_Clone (N)	Clone Unique (N)	Clone Unique (N)		Andy_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
duriel_clone	750	duriel_clone		0	Duriel	duriel		demon	Duriel		DU	1													1	3		10	15	1	44	68	88	duriel	duriel	14	15	15	15				5	5	6	33	33	33	50	50	50	33	33	33	15	15	15																			1	1							1	1				1	1									SerpentCharge	seq_durielcharge	5	Jab	seq_durieljab	15	Smite	seq_durielsmite	7	Holy Freeze	NU	1													100	55	20	-20	-20	-15			20	20	50	20			50	50	75	50	55	60	80	100	95	80	1			1	0	20	40	10	1784	1784	155	1902	140	180	201	140	160	252	1	2	200	2476	2476	250	2120	210	285	165	172	247	225	40	50	135	2258	2258	240	1870	280	380	220	230	330	300	40	50	135	A2	stun	100			15	100			20	100			30																													Duri_Clone	Clone Unique	Clone Unique		Duri_Clone (N)	Clone Unique (N)	Clone Unique (N)		Duri_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
hephasto_clone	751	hephasto_clone		0	Dark Clone	hephasto		demon	Smith		5P	1													1	1		8	8	1	44	68	88	smithdemon	smithdemon	12	15	13	12																																					1	1							1		1			1	1																																	100	45	16	-50	-40	-30	10	10	10	10	10	10	10	10	10	10	10	40	40	45	80	60	60	60	1				30	30	30	10	1720	1720	147	1678	151	226	112							2410	2410	220	2030	210	255	165							2280	2280	200	1756	280	340	220							A1	fire					25	30	60		50	40	80																														Haphe_Clone	Clone Unique	Clone Unique		Haphe_Clone (N)	Clone Unique (N)	Clone Unique (N)		Haphe_Clone (H)	Clone Unique (H)	Clone Unique (H)								0
nihlathak_clone1	752	nihlathak_clone1		1	Factory Director	nihlathakboss	epiercered	human	Summoner		XU	1													1	1		7	9	2	44	68	88	nihlathak	nihlathak	14	15	15	15				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	7	9	40	40	40										1	1												1	1									FetishInferno	A1	20	Static Field	A1	5	Hells Gate	A1	4	Hells Gate	A1	4	Weaken	A1	4										100	55	20	-50	-40	-30					70	70					70	70	20	50	46	46	70	70	2				50	50	50	10	780	780	226	1554										860	860	230	1980										1014	1014	220	1708																																																				Nihla_Clone1	Clone Unique	Clone Unique		Nihla_Clone1 (N)	Clone Unique (N)	Clone Unique (N)		Nihla_Clone1 (H)	Clone Unique (H)	Clone Unique (H)								0
nihlathak_clone2	753	nihlathak_clone2		1	Factory Director	nihlathakboss	epiercered	human	Summoner		XU	1													1	1		7	9	2	44	68	88	nihlathak	nihlathak	14	15	15	15				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	7	9	40	40	40										1	1												1	1									FetishInferno	A1	20	Static Field	A1	5	Hells Gate	A1	4	Hells Gate	A1	4	Weaken	A1	4										100	55	20	-50	-40	-30					70	70					70	70	20	50	46	46	70	70	2				50	50	50	10	780	780	226	1554										860	860	230	1980										1014	1014	220	1708																																																				Nihla_Clone2	Clone Unique	Clone Unique		Nihla_Clone2 (N)	Clone Unique (N)	Clone Unique (N)		Nihla_Clone2 (H)	Clone Unique (H)	Clone Unique (H)								0
nihlathak_clone3	754	nihlathak_clone3		2	Dark Planter	nihlathakboss	epiercered	human	Summoner		XU	1													1	1		7	9	2	44	68	88	nihlathak	nihlathak	14	15	15	15				85	93	98	5	5	5	63	63	63	40	40	40	120	100	80	33	20	10	5	7	9	40	40	40										1	1												1	1									Horror Arctic Blast	seq_nihlathakarctic	20	Static Field	A1	5	Sandstorm	A1	4	Sandstorm	A1	4	Weaken	A1	4										100	55	20	-50	-40	-30					70	70					70	70	20	50	46	46	70	70	2				50	50	50	10	780	780	226	1554										860	860	230	1980										1014	1014	220	1708																																																				Nihla_Clone3	Clone Unique	Clone Unique		Nihla_Clone3 (N)	Clone Unique (N)	Clone Unique (N)		Nihla_Clone3 (H)	Clone Unique (H)	Clone Unique (H)								0
baalsbodydouble	755	baalsbodydouble		0	Baal's Body Double	baalcrab		demon	BaalCrab		42	1													1	1		6	6	1	44	68	88	baalcrab	baalcrab	14	15	13	12																																					1								1		1			1										Baal Nova	S3	1	Baal Inferno	seq_baalinferno	1	Baal Tentacle	S2	1	Baal Cold Missiles	A1	1	Baal Teleport	A1	1	Defense Curse	S3	3	Blood Mana	S3	3				100	25	4	-15	-15	-10			15	15	15	33			25	25	25	25	55	20	60	70	60	60	0				40	45	55	10	7504	7504	348	10520	106	179	251	136	271	376				6302	6302	240	8000	165	270	375	202	360	375				4504	4504	320	4168	220	360	500	270	480	500																																														Clone Unique	Clone Unique	Clone Unique		Clone Unique (N)	Clone Unique (N)	Clone Unique (N)		Clone Unique (H)	Clone Unique (H)	Clone Unique (H)					1			0
ravenimp	756	ravenimp		4	Raven Imp	fallen5		fallen	Goatman		FA	1							ravenimp		1	1	2	2	1	1		8	8	2	44	68	88	fallen	fallen	10	15	14	13				75	80	80	30	30	30	90	95	99	40	45	50																						1	1							1		1			1	1							1																										100	45	16	-50	-40	-30	50	50	50	50	50	50	66	66	66	66	66	66	40	95	80	100	80	80	2				49	49	49	10	32	84	84	186	45	93	93	45	97	93				56	124	105	160	67	135	135	75	150	127				76	166	140	260	90	180	180	100	200	170				A1	cold					10	20	25	175	10	20	25	225																													A5C Hrt	Act 5 Champ C	Act 5 Unique C		A5C Hrt (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Hrt (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ravenshaman	757	ravenshaman		4	Raven Shaman	fallenshaman5	epierce	fallen	FallenShaman	raises Raven Imps	FS	1							ravenimp		1		6	6	1	3		6	6	1	44	68	88	fallenshaman	fallenshaman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	Glacial Spike	seq_shamanresurrect	4																			100	40	13	-50	-40	-30		20	70					50	100				40	70	120	20	20	20	2				39	39	39	10	98	162	84	250	53	121	93							124	204	112	376	67	135	157							166	270	150	600	90	180	210																																																	A5C Flg	Act 5 Champ C	Act 5 Unique C		A5C Flg (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Flg (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
darkcrusher	758	darkcrusher		2	Dark Crusher	brute4		brute	Brute		YE	1													3	4		7	7	1	44	68	88	brute	brute	10	15	14	13							0	0	0	85	85	90	75	75	65																						1	1									1			1	1							1																										100	55	20	-15	-10	0				20	75					30	85		45	20	20	70	150	20	2				33	33	33	10	284	342	107	430	34	86	138	41	97	92				348	474	127	270	97	172	142	112	165	127				466	630	170	440	130	230	190	150	220	170				A1	stun	100	74	88	200	100	75	100	200	100	75	100	200																													A5C Scz	Act 5 Champ C	Act 5 Unique C		A5C Scz (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Scz (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
chaossummoner	759	chaossummoner		3	Chaos Summoner	unraveler4	epierce	unraveler	GreaterMummy	raises Chaos Mages	GY	1							chaosmage1	chaosmage2			2	8	3	3		4	4	1	44	68	88	unraveler	unraveler	12	15	14	13				85	85	85	45	50	55	55	55	55	85	85	90	24	27	31											mummy4								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	4	Lower Resist	SC	2													100	35	8	-50	-33	-25						50		25	25	25	25	50	45	105	60	70	60	60	3			1		15	33	10	376	376	85	272	121	154	92							526	526	180	580	165	210	240							630	630	240	1200	220	280	320							A1	pois	30	120	153	1500	30	120	150	1500	30	120	150	1500																													A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
chaosmage1	760	chaosmage1		3	Chaos Ice Mage	skmage_cold1	epierce	skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	44	68	88	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagecold									1						1				1			1	1									Ice Bolt	SC	4																									-50	-40	-20					30	50					75	100	45	55	52	60	110	110	2				15	15	15	10	150	150	84	240										240	240	135	420										384	384	200	700										A1	cold	100	50	80	50	100	90	150	100	100	90	150	150																													A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
chaosmage2	761	chaosmage2		3	Chaos Flame Mage	skmage_fire1	epierce	skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	44	68	88	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1									Fire Bolt	SC	4																									-50	-40	-20			30			50			75			100	45	55	130	60	46	110	2				15	15	15	10	150	150	84	240										240	240	135	420										384	384	200	700										A1	fire	100	75	100		100	100	175		100	100	175																														A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
chaosmage3	762	chaosmage3		3	Chaos Lightning Mage	skmage_ltng1	epierce	skeleton	SkeletonMage		SK	1	1												2	3		6	6	1	44	68	88	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1									Lightning	SC	3																									-50	-40	-20				30		50				75		100	45	55	52	135	46	110	2				15	15	15	10	150	150	84	240										240	240	135	420										384	384	200	700										A1	ltng	100	60	120		100	80	190		100	80	190																														A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
milkmaiden	763	milkmaiden		1	CowWitch	succubuswitch1	epierce	succubus	SuccubusWitch		0C	1	1												4	5		12	12	1	44	68	88	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3										SuccubusBolt	S2	3										100	45	16	-50	-40	-30		30	30	30	30	30	20	60	60	60	60	60	50	100	90	105	90	90	2				50	50	50	10	144	228	107	322	47	85	138							136	204	172	360	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5C Book	Act 5 Champ C	Act 5 Unique C		A5C Book (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Book (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellbovine2	764	hellbovine	hellbovine3	0	Hell Bovine	hellbovine		bovine	Skeleton		EC	1													8	12		5	10	1	44	68	88	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	40	13	-50	-40	-30							33	15	25	75	25	25	55	60	60	70	60	100	2				28	28	28	10	200	428	88	240	151	223	93	178	239	101				496	608	120	200	195	270	195	180	255	232				660	810	160	200	260	360	260	240	340	260																																														Cow	Act 5 Champ C	Act 5 Unique C		Cow (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Cow (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellbovine3	765	hellbovine		0	Hell Bovine	hellbovine		bovine	Skeleton		EC	1													8	12		5	10	1	44	68	88	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	40	13	-25	-20	-15							33	15	25	25	75	25	55	60	60	70	100	60	2				28	28	28	10	200	428	88	240	151	223	93	178	239	101				496	608	120	200	195	270	195	180	255	232				660	810	160	200	260	360	260	240	340	260																																														Cow	Act 5 Champ C	Act 5 Unique C		Cow (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Cow (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellbovine4	766	zealot1	hellbovine5	1	Ghost Bovine	hellbovine	baboon6	zakarum	Skeleton		EC	1													8	12		7	12	1	44	68	88	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	40	13	-50	-40	-30							33	15	75	25	25	25	55	60	60	120	60	60	2				28	28	28	10	200	428	88	240	151	223	93	178	239	101				496	608	120	200	195	270	195	180	255	232				660	810	160	240	260	360	260	240	340	260																																														Cow	Act 5 Champ C	Act 5 Unique C		Cow (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Cow (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellbovine5	767	zealot1	hellbovine6	2	Ghost Bovine	hellbovine	baboon6	zakarum	Skeleton		EC	1													8	12		7	12	1	44	68	88	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	40	13	-50	-40	-30							33	15	25	75	25	25	55	60	60	70	60	100	2				28	28	28	10	200	428	88	240	151	223	93	178	239	101				496	608	120	200	195	270	195	180	255	232				660	810	160	240	260	360	260	240	340	260																																														Cow	Act 5 Champ C	Act 5 Unique C		Cow (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Cow (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellbovine6	768	zealot1	nagahighguards	3	Ghost Bovine	hellbovine	baboon6	zakarum	Skeleton		EC	1													8	12		7	12	1	44	68	88	hellbovine	hellbovine	10	15	14	13				99	99	99	5	5	5	95	99	99	33	33	33																						1	1									1			1	1																																	100	40	13	-25	-20	-15							33	15	25	25	75	25	55	60	60	70	100	60	2				28	28	28	10	200	428	88	240	151	223	93	178	239	101				496	608	120	200	195	270	195	180	255	232				660	810	160	240	260	360	260	240	340	260																																														Cow	Act 5 Champ C	Act 5 Unique C		Cow (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Cow (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellcowboy1	769	cantor1	hellcowboy2	2	Hell Cowboy	cantor1	epiercefade	zakarum	ZakarumPriest	heals Cows and Cowboys	ZP	1	1						hellbovine4				6	8	3	4		10	10	1	44	68	88	cantor	cantor	10	15	14	13				40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1									ZakarumHeal	S1	3	ZakarumLightning	S1	3	MonTeleport	S1	1	MonBlizzard	S1	2													100	55	20	-50	-40	-30								50	40	25	10		30	105	84	70	30	100	2				24	24	24	10	198	260	85	212	69	151	92							204	294	112	324	60	127	135							270	390	150	520	80	170	180							A1	cold	75	31	68	25	75	30	60	50	75	30	60	75																													A5C Spe	Act 5 Champ C	Act 5 Unique C		A5C Spe (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Spe (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellcowboy2	770	cantor1	hellcowboy3	2	Hell Cowboy	cantor1	epiercefade	zakarum	ZakarumPriest	heals Cows and Cowboys	ZP	1	1						hellbovine5				6	8	3	4		10	10	1	44	68	88	cantor	cantor	10	15	14	13				40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1									ZakarumHeal	S1	3	ZakarumLightning	S1	3	MonTeleport	S1	1	MonBlizzard	S1	2													100	55	20	-50	-40	-30								50	40	25	10		30	105	84	70	30	88	2				24	24	24	10	198	260	85	212	69	151	92							204	294	112	324	60	127	135							270	390	150	520	80	170	180							A1	cold	75	31	68	25	75	30	60	50	75	30	60	75																													A5C Spe	Act 5 Champ C	Act 5 Unique C		A5C Spe (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Spe (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hellcowboy3	771	cantor1	nagini	2	Hell Cowboy	cantor1	epiercefade	zakarum	ZakarumPriest	heals Cows and Cowboys	ZP	1	1						hellbovine6				6	8	3	4		10	10	1	44	68	88	cantor	cantor	10	15	14	13				40	40	40	10	16	25	65	75	85	40	55	75	120	120	120	36	38	40																1										1			1	1									ZakarumHeal	S1	3	ZakarumLightning	S1	3	MonTeleport	S1	1	MonBlizzard	S1	2													100	55	20	-50	-40	-30								50	40	25	10		30	105	84	70	30	88	2				24	24	24	10	198	260	85	212	69	151	92							204	294	112	324	60	127	135							270	390	150	520	80	170	180							A1	cold	75	31	68	25	75	30	60	50	75	30	60	75																													A5C Spe	Act 5 Champ C	Act 5 Unique C		A5C Spe (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Spe (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
cowfly	772	cowfly		4	Cow Fly	imp5	epiercefade	imp	Imp		IP	1	1										3	4	3	4		9	9	1	44	68	88	imp	imp	10	15	14	13																												impmiss25									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	11	Imp Fireball	S3	11	Imp Fire Missile	SC	1	Imp Inferno	SC	6										100	55	24	-50	-40	-33													20	50	120	40	46	88	2				37	37	37	10	150	150	84	274										450	450	165	300										600	600	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5C Brz	Act 5 Champ C	Act 5 Unique C		A5C Brz (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Brz (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
hairdresser	773	hairdresser		1	Hairdresser	slinger1		pantherwoman	PantherJavelin		PW	1	1												4	6		12	16	1	44	68	88	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																	100	55	20	-50	-40	-30								25	25	25	25	50	40	20	60	70	60	100	2				19	19	19	10	160	258	116	210	144	216	300							246	382	284	300	189	252	320							330	510	380	480	252	315	440							A1	fire	100	40	60		100	40	60		100	40	60																														A5C Tal	Act 5 Champ C	Act 5 Unique C		A5C Tal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Tal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
dozaemon	774	dozaemon		3	Dozaemon	zombie4	epierce	zombie	Zombie		ZM	1													2	4		3	6	2	44	68	88	zombie	zombieunique	10	15	14	13				100	100	100	30	30	30				35	40	45																						1	1					1							1	1							1																										100	40	11	-50	-40	-20	20		50		20	50	50		75		30	75	60	20	110	20	60	80	2				22	22	22	10	162	288	85	218	51	136	94	108	330	94				236	338	120	230	90	210	157	105	450	165				316	450	160	420	110	270	210	140	600	220				A1	cold	75	21	420	25	75	20	400	75	75	20	400	100																													A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
soullessarcher	775	soullessarcher		2	Soulless Archer	cr_archer1	epierce	corruptrogue	CorruptArcher		CR	1	1												3	4		8	12	1	44	68	88	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1									MonBow	A1	1	MonColdArrow	A1	9	MonFreezingArrow	A1	7																100	55	20	-50	-40	-30									25	25	50		30	20	60	70	115	25	2				15	15	15	10	140	198	84	182	30	60	255							124	214	135	250	45	90	225							166	286	180	400	60	120	300																																																	A5C Jaw	Act 5 Champ C	Act 5 Unique C		A5C Jaw (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Jaw (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
