index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Battlecharge	0	1		1	1	49	42	ztb	Battle Belt	2		10	30000								tinkerflag2		25	35	ac-miss		100	200	block		15	15	block1		20	20	crush		20	20	lifesteal		6	8	str		30	30	skilltab	9	2	2	skilltab	14	2	2	skilltab	16	2	2	skilltab	19	2	2					0
Timeloop	0	1		1	1	55	47	zhb	War Belt	2		11	35000								tinkerflag2		25	35	cast1		10	30	balance1		10	30	move2		10	30	slow		33	66	swing1		10	30	block1		10	30	addxp		3	5																	0
Circle of the Ancients	0	1		1	1	63	57	xms	Titan Brace	2		12	40000								tinkerflag2		25	35	indestruct		1	1	res-all		20	35	all-stats		15	20	bar		1	1	skilltab	12	1	1	skill	Double Throw	3	6	skill	Leap Attack	2	5	skill	Whirlwind	1	4	sock		1	1									0
Blazeband	0	1		1	1	75	59	alb	Hemp Band	3		13	45000								tinkerflag2		25	35	fireskill		2	2	dmg-fire		240	240	res-fire/lvl	8			hp%		40	40	gethit-skill	Blaze	20	25	move1		20	20	hit-skill	ctcFire Wall	20	16	ac		300	300	res-fire-max		10	10									0
Band of Constriction	0	1		1	1	80	69	avb	Rogue Belt	3		13	45000								tinkerflag2		25	35	ac		110	160	red-dmg%		10	15	res-all		100	100	regen		-20	-20	stamdrain		-100	-100	mag%		100	100																					0
Laertes' Treasure	0	1		1	1	79	64	bmb	Merchant Belt	3		13	45000								tinkerflag2		25	35	mag%/lvl	8			gold%/lvl	16			mag%		50	50	gold%		100	100	sock		1	1	allskills		1	1	ac		120	160	regen		7	12													0
Spartacus' Defense	0	1		1	1	74	62	atb	Military Belt	3		13	45000								tinkerflag2		25	35	ac%		30	60	block		15	15	balance1		20	20	block1		20	20	red-dmg		10	20	vit/lvl	3			str/lvl	3			oskill	Shout	1	1													0
Girdle of Giant Strength	0	1		1	1	76	71	ahb	Girdle	3		13	45000								tinkerflag2		25	35	str		100	100	dmg/lvl	3			red-dmg%		20	20	ease		-75	-75	skilltab	13	1	1	ac%		60	100	skilltab	13	1	1																	0
The Belt of Zeus	0	1		1	1	84	73	yms	Gladiator Wrap	3		13	45000								tinkerflag2		25	35	ac%		80	120	str		25	25	vit		25	25	dmg-ltng		1	250	allskills		1	1	dmg-ltng/lvl	20			extra-ltng		10	30	res-ltng/lvl	8			res-ltng-max		10	10									0
barb																																																																					0
Hinge of Sinnew	100	1		1	1	4	7	ba1	Jawbone Cap	1		6	10000								tinkerflag2		25	35	ac%		25	75	red-dmg		3	4	red-mag		3	4	str		15	15	dmg-fire/lvl	20			fire-min		5	10	fire-max		20	25	hp/lvl	8															0
Crusheye	100	1		1	1	8	10	ba2	Fanged Helm	1		6	10000								tinkerflag2		25	35	ac		40	40	ac/lvl	8			ease		10	10	red-dmg%		10	10	half-freeze		1	1	crush		20	40	lifesteal		3	5																	0
The Raging Bull	100	1		1	1	16	16	ba3	Horned Helm	1		7	15000								tinkerflag2		25	35	bar		1	1	hp		20	40	mana		20	40	stam		20	40	str		10	30	skill	Taunt	3	6	swing1		10	20	move1		10	20													0
Army of One	100	1		1	1	20	19	ba4	Assault Helmet	1		8	20000								tinkerflag2		25	35	res-all		20	20	ac%		50	150	swing2		10	30	hp/lvl	8			balance1		10	10	dmg/lvl	6																							0
The Augmentor	100	1		1	1	24	22	ba5	Avenger Guard	1		8	20000								tinkerflag2		25	35	str		15	15	dex		15	15	vit		15	15	enr		15	15	res-all		30	30	regen		10	10	regen-mana		20	20	lifesteal		5	8													0
Helm of the Dead King	100	1		1	1	35	30	ba6	Jawbone Visor	2		9	25000								tinkerflag2		25	35	dmg-undead		100	200	att-undead		100	200	dmg%		50	50	res-pois		45	75	swing1		20	20	dmg-mag		25	50	hit-skill	Amplify Damage	7	6																	0
Savannah's Pride	100	1		1	1	40	34	ba7	Lion Helm	2		10	30000								tinkerflag2		25	35	ac%		60	110	hp/lvl	8			crush		20	20	openwounds		20	20	abs-ltng%		10	10	res-ltng		30	50	move3		20	20																	0
The Crimson Faceplate	100	1		1	1	46	33	ba8	Rage Mask	2		10	30000								tinkerflag2		25	35	swing3		20	40	bar		1	2	ac		25	75	lifesteal		4	7	dmg-fire/lvl	12			dmg-fire		30	150	res-fire		30	50																	0
Phase Visor	100	1		1	1	50	36	ba9	Savage Helmet	2		11	35000								tinkerflag2		25	35	indestruct		1	1	hit-skill	Nova	9	20	hit-skill	Frost Nova	9	20	hit-skill	Hells Gate	9	20	hit-skill	Poison Nova	9	20	res-all		30	30	sock		2	2	ac%		140	170	skilltab	14	2	3									0
Arreat's Face	100	1		1	1	50	42	baa	Slayer Guard	2		11	35000								tinkerflag2		25	35	bar		1	1	skilltab	12	2	2	balance2		20	20	att%		15	30	str		10	30	dex		10	30	lifesteal		4	6	res-all		20	20													0
Coldfist's Icy Stare	100	1		1	1	55	45	bab	Carnage Helm	3		11	35000								tinkerflag2		25	35	ac%		75	150	freeze		3	3	nofreeze		1	1	res-cold/lvl	3			hit-skill	Glacial Spike	25	12	dmg-cold/lvl	36			cold-len		300	600	cold-min		15	30	cold-max		50	100									0
Adrenaline Rush	100	1		1	1	69	55	bac	Fury Visor	3		12	40000								tinkerflag2		25	35	move3		20	40	swing3		20	40	balance3		20	40	skill	Frenzy	4	6	ac		50	100	bar		1	1	res-fire/lvl	3			res-ltng/lvl	3															0
Wyrm's Wrap	100	1		1	1	76	61	bad	Destroyer Helm	3		13	45000								tinkerflag2		25	35	extra-fire		20	35	extra-cold		20	35	extra-ltng		20	35	res-fire		40	70	res-cold		40	70	res-ltng		40	70	hit-skill	Fire Ball	10	22	hit-skill	Ice Blast	10	22	hit-skill	Lightning	10	22	ac/lvl	30			allskills		1	1	0
Larzuk's Innovation	100	1		1	1	83	66	bae	Conquerer Crown	3		13	45000								tinkerflag2		25	35	ac%		80	160	manasteal		5	15	dmg%		25	75	nofreeze		1	1	hit-skill	Death Sentry	7	5	indestruct		1	1	bar		1	1	skilltab	14	2	2													0
The Ancients' Blessing	100	1		1	1	84	70	baf	Guardian Crown	3		13	45000								tinkerflag2		25	35	ac%/lvl	10			res-all		25	50	bar		2	2	lifesteal		4	7	skill	Increased Speed	1	3	skill	Increased Stamina	1	3	skill	Find Item	1	3	ac%		20	60													0
drui																																																																					0
Fang's Valor	100	1		1	1	4	7	dr1	Wolf Head	1		6	10000								tinkerflag2		25	35	lifesteal		6	12	ac%		25	75	hp		20	30	skill	Wearbear	2	4	skill	Shape Shifting	2	2	swing1		15	15																					0
Shadow Crow	100	1		1	1	8	10	dr2	Hawk Helm	1		6	10000								tinkerflag2		25	35	light		-4	-4	skill	Raven	4	8	mana		20	30	hp		20	30	dmg-mag		5	25	res-cold		20	20	res-ltng		20	20																	0
Alizee's Flaming Horns	100	1		1	1	16	16	dr3	Antlers	1		7	15000								tinkerflag2		25	35	skill	Molten Boulder	3	6	mana		20	40	light		5	5	res-fire		40	40	res-fire-max		5	15	dmg-fire/lvl	20			fire-min		5	10	fire-max		15	30	balance2		20	20									0
Razor Beak	100	1		1	1	20	19	dr4	Falcon Mask	1		8	20000								tinkerflag2		25	35	str		10	20	mana-kill		2	4	manasteal		3	6	res-all		15	15	att%/lvl	4			dex		10	20	deadly		30	30	swing1		20	20													0
Starwolf's Facade	100	1		1	1	22	24	dr5	Spirit Mask	1		8	20000								tinkerflag2		25	35	lifesteal		3	6	manasteal		3	6	dex/lvl	4			enr/lvl	4			skill	Feral Rage	2	4	skill	Wearwolf	3	5	skill	Shape Shifting	3	5	dru		1	1													0
Con Dar Warpaint	100	1		1	1	35	30	dr6	Alpha Helm	2		9	25000								tinkerflag2		25	35	ac%		50	100	res-all		10	25	red-dmg		3	9	red-mag		3	6	dru		1	1	skilltab	15	1	3	gethit-skill	Lightning	20	12																	0
Ravenlord	100	1		1	1	40	34	dr7	Griffon Headress	2		10	30000								tinkerflag2		25	35	skill	Raven	10	15	swing1		20	20	vit		20	20	enr		20	20	move1		20	20	res-all		25	30	dru		1	1																	0
Horns of Allesthir	100	1		1	1	46	33	dr8	Hunter's Guise	2		10	30000								tinkerflag2		25	35	ac		40	80	res-all		22	44	ease		15	15	vit		20	20	str/lvl	4			crush/lvl	4			balance1		20	20																	0
Phoenix Tail	100	1		1	1	50	40	dr9	Sacred Feathers	2		11	35000								tinkerflag2		25	35	res-fire		40	80	hp/lvl	16			res-fire-max		10	20	regen		10	20	skill	Firestorm	4	8	skill	Eruption	3	6	skill	Armageddon	2	4	gethit-skill	Cyclone Armor	25	8	ac%		80	130	fireskill		1	3					0
Jalal's Mane	100	1		1	1	50	42	dra	Totemic Mask	2		11	35000								tinkerflag2		25	35	dru		1	1	skilltab	16	2	2	ac%		100	200	balance2		20	20	att%		10	30	str		10	30	vit		10	30	lifesteal		4	6	res-all		20	20									0
Necromancer's Essense	100	1		1	1	55	46	drb	Blood Spirt	3		11	35000								tinkerflag2		25	35	ac%		80	150	red-dmg		8	16	oskill	Raise skeleton	3	3	oskill	Skeleton Mastery	1	1	gethit-skill	Bone Armor	20	9	hit-skill	Amplify Damage	12	5	allskills		1	1	att-skill	Bone Spirit	20	10													0
Mojabi's Face	100	1		1	1	69	55	drc	Sun Spirit	3		12	40000								tinkerflag2		25	35	ac%		110	160	dmg-fire		60	70	openwounds		33	33	res-fire/lvl	4			res-fire-max		10	20	skill	Fire Claws	3	6	dmg-fire/lvl	28			hit-skill	Fire Bolt	25	14	dru		1	1									0
Tetonic Horns	100	1		1	1	76	61	drd	Earth Spirit	3		13	45000								tinkerflag2		25	35	balance2		30	30	res-ltng/lvl	4			red-dmg%		10	10	skill	Shape Shifting	4	6	skill	Wearbear	4	6	skill	Wearwolf	4	6	dmg-ltng		1	200	dmg-ltng/lvl	32		200													0
Aire Libre	100	1		1	1	83	66	dre	Sky Spirit	3		13	45000								tinkerflag2		25	35	ease		-60	-100	move3		25	50	nofreeze		1	1	res-pois-len		75	75	ac-miss		150	250	dru		1	1	res-fire		35	50	res-ltng		35	50	ac%		70	110									0
Beast of the Night	100	1		1	1	84	70	drf	Dream Spirit	3		13	45000								tinkerflag2		25	35	skilltab	16	3	3	skilltab	15	3	3	res-all		20	40	hp/lvl	10			dex		15	15	light		-3	-3	red-dmg%		8	12	str		15	15	ac		80	130									0
necr																																																																					0
Wirt's Skull	100	1		1	1	4	7	ne1	Preserved Head	1		6	10000								tinkerflag2		25	35	ac		10	20	mag%		50	100	gold%		100	200	dex		10	20	skill	Amplify Damage	2	4	skill	Poison Dagger	1	3																					0
Corpsefire's Head	100	1		1	1	8	10	ne2	Zombie Head	1		6	10000								tinkerflag2		25	35	ac		18	18	block		10	10	balance1		10	20	dmg-cold	300	20	25	res-cold		25	25	hit-skill	Amplify Damage	50	5	skilltab	6	1	1	skill	Amplify Damage	2	2	res-fire		25	25									0
Radament's Rotting Skull	100	1		1	1	16	16	ne3	Unraveller Head	1		7	15000								tinkerflag2		25	35	ac		35	35	skilltab	7	2	2	skill	Poison Explosion	2	4	skill	Raise Skeleton	1	2	res-pois		50	50	res-pois-max		5	15	regen-mana		15	30	skill	Revive	4	8													0
Pitspawn's Gaze	100	1		1	1	20	19	ne4	Gargoyle Head	1		8	20000								tinkerflag2		25	35	block		20	20	block2		10	30	nec		1	1	skilltab	6	1	2	gethit-skill	Terror	20	1	hit-skill	Weaken	20	3	res-ltng		40	40																	0
Andariel's Face	100	1		1	1	24	22	ne5	Demon Head	1		8	20000								tinkerflag2		25	35	ac		40	40	skilltab	6	2	4	skilltab	7	1	2	dmg-pois	50	386	386	res-all		20	20	res-pois		50	50	res-all-max			10	gethit-skill	Poison Nova	25	5													0
Ancient Kaa's Soul	100	1		1	1	35	30	ne6	Mummified Trophy	2		9	25000								tinkerflag2		25	35	nec		1	1	skilltab	8	1	1	ac%		50	150	block		20	20	red-mag		5	10	res-all		25	25	skill	Skeleton Mastery	1	3	gethit-skill	Charged Bolt	33	12													0
Red Death's Madness	100	1		1	1	40	34	ne7	Fetish Trophy	2		10	30000								tinkerflag2		25	35	skilltab	7	3	3	ac		60	120	abs-fire/lvl	4			mana%		10	15	dex		20	20	skill	Bone Spear	3	5	skill	Hells Gate	3	5	mana-kill		5	10													0
The Grim Compass	100	1		1	1	46	33	ne8	Sexton Trophy	2		10	30000								tinkerflag2		25	35	nec		1	1	dmg-demon		400	400	att-demon		400	400	swing2		20	20	pierce		25	25	manasteal		6	8	oskill	Phantom Hatchets	1	3	res-cold		30	30	res-pois		30	30									0
Disturbing Visions	100	1		1	1	50	36	ne9	Cantor Trophy	2		11	35000								tinkerflag2		25	35	skilltab	7	2	2	skilltab	8	2	2	hp		50	50	manasteal		6	18	res-all		25	25	skill	Terror	1	3	skill	Attract	1	3	skill	Confuse	1	3	ac		50	100	block		15	15	regen		15	10	0
Homunculus	100	1		1	1	50	42	nea	Heirophant Trophy	2		11	35000								tinkerflag2		25	35	nec		1	1	skilltab	8	2	2	ac		100	150	block2		20	20	block		20	20	res-all		40	40	skill	Decrepify	2	4	skill	Corpse Explosion	2	4	move1		20	20									0
Splitskull Shield	100	1		1	1	55	45	neb	Minion Skull	3		11	35000								tinkerflag2		25	35	skilltab	7	1	1	block		30	30	block3		40	40	red-dmg%		10	10	red-mag		7	14	skill	Bone Armor	2	4	oskill	Claw Mastery	1	1	ac		100	200	thorns/lvl	40											0
Head of the Cerberus	100	1		1	1	69	55	neg	Hellspawn Skull	3		12	40000								tinkerflag2		25	35	nec		1	3	ac%		80	120	abs-fire/lvl	4			res-all		30	30	vit		20	20	gethit-skill	Nova	15	15	oskill	Summon Fenris	6	9	hit-skill	Fire Ball	20	16													0
Shenk's Mask	100	1		1	1	76	61	ned	Overseer Skull	3		13	45000								tinkerflag2		25	35	skilltab	8	1	3	ac%		100	150	str		30	30	thorns		100	200	skill	Corpse Explosion	1	3	res-fire		75	75	oskill	Vigor	2	5																	0
Winged Embrace	100	1		1	1	83	66	nee	Succubae Skull	3		13	45000								tinkerflag2		25	35	nec		2	2	skilltab	7	1	3	block		30	30	block2		20	20	res-all		50	50	dex		15	30	cast1		15	15	move2		30	30													0
Dracula's Wit	100	1		1	1	84	70	nef	Bloodlord Skull	3		13	45000								tinkerflag2		25	35	nec		1	1	ac%		90	140	enr		20	40	red-mag		8	8	red-dmg		8	8	balance3		30	30	oskill	Teleport	1	1	skill	Skeleton Mastery	2	4	skill	Summon Resist	4	6									0
pala																																																																					0
Dogma	100	1		1	1	4	8	pa1	Targe	1		6	10000								tinkerflag2		25	35	skill	Prayer	2	4	skill	Holy Bolt	4	8	res-all-max		5	10	thorns		10	30	sock		2	2	block		10	10																					0
Archer's Bane	100	1		1	1	8	10	pa2	Rondache	1		6	10000								tinkerflag2		25	35	ac-miss		250	250	res-all		10	20	sock		1	1	gethit-skill	Chilling Armor	7	3	light-thorns		10	30																									0
Diablo's Crest	100	1		1	1	16	16	pa3	Heraldic Shield	1		7	15000								tinkerflag2		25	35	ac%		50	150	block		15	15	res-fire-max		10	10	res-ltng-max		10	10	res-fire		30	45	res-ltng		30	45	skill	Holy Fire	4	8	skill	Resist Fire	4	8	att-skill	Firestorm	25	6									0
The Bishop	100	1		1	1	20	19	pa4	Aerin Shield	1		8	20000								tinkerflag2		25	35	ac%		50	150	pal		1	1	skill	Charge	3	6	res-all		25	25	dmg-norm		5	10	move1		15	15	skill	Prayer	2	4																	0
King's Blessing	100	1		1	1	32	32	pa5	Crown Shield	1		8	20000								tinkerflag2		25	35	ac		80	120	skill	Holy Shield	4	4	light-thorns		30	30	swing1		20	30	sock		1	1	skilltab	10	1	2	block1		10	10																	0
Gorgon Slayer	100	1		1	1	35	30	pa6	Akaran Targe	2		9	25000								tinkerflag2		25	35	ac		25	75	block		15	15	freeze		2	3	nofreeze		1	1	skilltab	10	2	2	skilltab	9	2	2	res-pois		50	70	res-cold		50	70													0
Hadriel's Barricade	100	1		1	1	40	34	pa7	Akaran Rondache	2		10	30000								tinkerflag2		25	35	pal		1	1	ac%		80	140	ac/lvl	8			light-thorns		30	30	hit-skill	Static Field	6	8	skill	Holy Shock	2	6	res-ltng		75	75																	0
Wall of the Crusader	100	1		1	1	46	38	pa8	Protector Shield	2		10	30000								tinkerflag2		25	35	ac		50	150	block		10	10	block3		20	20	sock		3	3	skill	Defiance	1	6																									0
Herald of Zakarum	100	1		1	1	50	42	pa9	Aerin Shield	2		11	35000								tinkerflag2		25	35	pal		1	2	skilltab	9	1	1	ac%		90	120	block2		20	20	block		20	20	hp%		10	10	mana%		10	10	sock		2	2													0
Imperial War Guard	100	1		1	1	51	42	paa	Royal Shield	2		11	35000								tinkerflag2		25	35	pal		2	2	ac%		50	90	res-all		20	30	str		15	15	dex		15	15	mana-kill		4	8	gethit-skill	Static Field	30	10	skill	Smite	3	6	skill	Holy Shock	2	4									0
Faith	100	1		1	1	63	51	pab	Sacred Targe	3		12	40000								tinkerflag2		25	35	ac%		50	150	skill	Holy Shield	3	9	block		20	20	sock		2	2	pal		1	1	skilltab	11	2	2																					0
Godspeed	100	1		1	1	70	56	pac	Sacred Rondache	3		13	45000								tinkerflag2		25	35	move3		40	40	balance3		40	40	block3		40	40	swing3		40	40	cast3		40	40	ac		50	100	skill	Zeal	2	4	skill	Fanaticism	2	4	skilltab	10	2	2	hp%		15	15					0
Heaven's Gate	100	1		1	1	74	59	pad	Ancient Shield	3		13	45000								tinkerflag2		25	35	pal		1	1	aura	Salvation	1	1	block		10	10	light-thorns		30	30	enr		25	25	rip		1	1	gethit-skill	Hells Gate	40	15	ac		80	130													0
Leader of the Light	100	1		1	1	82	65	pae	Zakarum Shield	3		13	45000								tinkerflag2		25	35	pal		2	2	skilltab	9	1	1	res-all		30	45	skilltab	9	1	1	light		10	10	dex		15	15	str		15	15	skill	Might	2	4	skill	Holy Shock	2	4									0
Black Hole	100	1		1	1	84	70	paf	Vortex Shield	3		13	45000								tinkerflag2		25	35	red-dmg%		25	25	block		20	20	block1		20	20	abs-fire%		5	15	abs-cold%		5	15	abs-ltng%		5	15	sock		1	1	light		-4	-4													0
end																																																																					0
Roaring Thunder	100	1		2	1	50	40	amu	Amulet	1		11	35000								skilltab	4	5	5	oskill	Lightning Mastery	1	1	res-ltng-max		5	10	light-thorns		75	75	att		150	200	oskill	SThunder Storm	1	1	ltng-min		1	1	ltng-max		150	200	res-ltng/lvl	4															0
Iron Thimble	100	1		2	1	50	40	rin	Ring	1		11	35000								hp		20	40	oskill	Iron Skin	1	3	oskill	Concentrate	7	10	skilltab	12	3	3	thorns/lvl	24			ac/lvl	40			red-dmg		25	35	heal-kill		12	18																	0
Sightless Archer	100	1		1	1	30	35	ci4	Faceguard	1		8	20000								tinkerflag2		25	35	ac-miss		350	500	sock		2	2	oskill	Multiple Shot	1	1	oskill	Phantom Hatchets	1	1	charged	Dopplezon	30	16	dex		-10	-10	pierce		30	30	ltng-min		1	1	ltng-max		120	180	charged	Innersight	30	16					0
Manifer of Slugger	100	1		1	1	22	20	kkl	Brass Knuckle	1		8	20000								tinkerflag2		25	35	dmg%		80	130	oskill	Sword Mastery	1	1	skilltab	13	1	1	dmg/lvl	8			lifesteal		6	9	swing1		15	15	deadly		20	20	att		100	200	regen-mana		25	50									0
Tattooed Palm	100	1		1	1	45	42	9kl	Tekko	2		10	30000								tinkerflag2		25	35	dmg%		150	190	dmg%/lvl	16			reduce-ac		50	50	oskill	Eagle Eye	1	3	oskill	Whirlwind	1	3	slow		20	40	swing2		30	30	dmg-mag		150	150	thorns		200	200									0
Thundergod's Anger	100	1		1	1	70	67	0kl	Raging Knuckle	3		13	45000								tinkerflag2		25	35	dmg%		220	260	dmg-ltng		1	1000	allskills		1	1	oskill	Lightning Mastery	1	1	oskill	SThunder Storm	3	3	skill	SThunder Storm	15	15	ignore-ac		1	1	str		20	20	abs-ltng		20	20									0
Burning Sleeve	100	1		1	1	29	27	arm	Battering Arm	1		9	25000								tinkerflag2		25	35	dmg%		110	150	red-dmg%		10	15	str/lvl	4			dex/lvl	4			crush		10	10	dmg-min		10	20	sock		1	1	dmg-fire		40	80	hit-skill	ctcFire Wall	7	11									0
Black Gypsum	100	1		1	1	49	46	9rm	Rock Buster	2		11	35000								tinkerflag2		25	35	dmg%		200	300	dmg-demon		200	300	oskill	Killer Scythe	3	3	skill	Killer Scythe	13	13	mana		33	33	swing2		33	33	openwounds		33	33	ac%		33	33	heal-kill		33	33									0
Protection Circuit	100	1		1	1	73	70	0rm	Wrecking Arm	3		13	45000								tinkerflag2		25	35	dmg%		230	280	sock		2	2	oskill	Energy Shield	3	6	gethit-skill	Time Stop	14	12	charged	Teleport	30	30	charged	Meteor	3	40	manasteal		11	14	allskills		1	1	swing2		20	20	dmg/lvl	8							0
Uni Ore 0	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-00		1	3	xtal-04		-1	1	xtal-07		-1	1	xtal-02		-3	1	xtal-09		-3	1	xtal-03		-8	1	xtal-05		-8	1	xtal-06		-8	1	xtal-08		-8	1	xtal-09		-8	1	xtal-10		-8	1	xtal-11		-8	1	0
Uni Ore 1	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-01		1	3	xtal-05		-1	1	xtal-08		-1	1	xtal-03		-3	1	xtal-10		-3	1	xtal-04		-8	1	xtal-06		-8	1	xtal-07		-8	1	xtal-09		-8	1	xtal-10		-8	1	xtal-11		-8	1	xtal-00		-8	1	0
Uni Ore 2	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-02		1	3	xtal-06		-1	1	xtal-09		-1	1	xtal-04		-3	1	xtal-11		-3	1	xtal-05		-8	1	xtal-07		-8	1	xtal-08		-8	1	xtal-10		-8	1	xtal-11		-8	1	xtal-00		-8	1	xtal-01		-8	1	0
Uni Ore 3	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-03		1	3	xtal-07		-1	1	xtal-10		-1	1	xtal-05		-3	1	xtal-00		-3	1	xtal-06		-8	1	xtal-08		-8	1	xtal-09		-8	1	xtal-11		-8	1	xtal-00		-8	1	xtal-01		-8	1	xtal-02		-8	1	0
Uni Ore 4	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-04		1	3	xtal-08		-1	1	xtal-11		-1	1	xtal-06		-3	1	xtal-01		-3	1	xtal-07		-8	1	xtal-09		-8	1	xtal-10		-8	1	xtal-00		-8	1	xtal-01		-8	1	xtal-02		-8	1	xtal-03		-8	1	0
Uni Ore 5	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-05		1	3	xtal-09		-1	1	xtal-00		-1	1	xtal-07		-3	1	xtal-02		-3	1	xtal-08		-8	1	xtal-10		-8	1	xtal-11		-8	1	xtal-01		-8	1	xtal-02		-8	1	xtal-03		-8	1	xtal-04		-8	1	0
Uni Ore 6	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-06		1	3	xtal-10		-1	1	xtal-01		-1	1	xtal-08		-3	1	xtal-03		-3	1	xtal-09		-8	1	xtal-11		-8	1	xtal-00		-8	1	xtal-02		-8	1	xtal-03		-8	1	xtal-04		-8	1	xtal-05		-8	1	0
Uni Ore 7	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-07		1	3	xtal-11		-1	1	xtal-02		-1	1	xtal-09		-3	1	xtal-04		-3	1	xtal-10		-8	1	xtal-00		-8	1	xtal-01		-8	1	xtal-03		-8	1	xtal-04		-8	1	xtal-05		-8	1	xtal-06		-8	1	0
Uni Ore 8	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-08		1	3	xtal-00		-1	1	xtal-03		-1	1	xtal-10		-3	1	xtal-05		-3	1	xtal-11		-8	1	xtal-01		-8	1	xtal-02		-8	1	xtal-04		-8	1	xtal-05		-8	1	xtal-06		-8	1	xtal-07		-8	1	0
Uni Ore 9	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-09		1	3	xtal-01		-1	1	xtal-04		-1	1	xtal-11		-3	1	xtal-06		-3	1	xtal-00		-8	1	xtal-02		-8	1	xtal-03		-8	1	xtal-05		-8	1	xtal-06		-8	1	xtal-07		-8	1	xtal-08		-8	1	0
Uni Ore 10	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-10		1	3	xtal-02		-1	1	xtal-05		-1	1	xtal-00		-3	1	xtal-07		-3	1	xtal-01		-8	1	xtal-03		-8	1	xtal-04		-8	1	xtal-06		-8	1	xtal-07		-8	1	xtal-08		-8	1	xtal-09		-8	1	0
Uni Ore 11	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-11		1	3	xtal-03		-1	1	xtal-06		-1	1	xtal-01		-3	1	xtal-08		-3	1	xtal-02		-8	1	xtal-04		-8	1	xtal-05		-8	1	xtal-07		-8	1	xtal-08		-8	1	xtal-09		-8	1	xtal-10		-8	1	0
Uni Ore 12	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-00		-1	1	xtal-01		-1	1	xtal-02		-1	1	xtal-06		-1	1	xtal-07		-1	1	xtal-08		-1	1																									0
Uni Ore 13	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-03		-1	1	xtal-04		-1	1	xtal-05		-1	1	xtal-09		-1	1	xtal-10		-1	1	xtal-11		-1	1																									0
Uni Ore 14	100	1		1	1	1	1	ore	Ore	1		1	1								xtal-00		-1	1	xtal-02		-1	1	xtal-04		-1	1	xtal-06		-1	1	xtal-08		-1	1	xtal-10		-1	1																									0
